,Query,Database,Length,Evalue
2575160,phiK130810.fa,13414_3_21,18353,0.0
2575166,phiK130810.fa,24775_1_110,18353,0.0
2575170,phiK130810.fa,19341_3_127,18349,0.0
2575177,phiK130810.fa,19341_2_68,18349,0.0
2575180,phiK130810.fa,19341_2_107,18349,0.0
2575183,phiK130810.fa,18090_2_68,18349,0.0
2575189,phiK130810.fa,18090_2_112,18349,0.0
2575192,phiK130810.fa,18090_2_65,18349,0.0
2575198,phiK130810.fa,18090_2_143,18349,0.0
2575202,phiK130810.fa,18090_2_141,18349,0.0
2575207,phiK130810.fa,18090_2_139,18349,0.0
2575214,phiK130810.fa,21903_8_61,19255,0.0
2575219,phiK130810.fa,24775_1_58,18353,0.0
2575225,phiK130810.fa,18090_2_48,19058,0.0
2575229,phiK130810.fa,18090_2_60,18353,0.0
2575234,phiK130810.fa,6999_7_10,19246,0.0
2575237,phiK130810.fa,11860_7_60,19122,0.0
2575247,phiK130810.fa,6736_7_12,17842,0.0
2575258,phiK130810.fa,22667_8_72,18500,0.0
2575270,phiK130810.fa,12673_6_29,18502,0.0
2575274,phiK130810.fa,10208_2_43,18502,0.0
2575281,phiK130810.fa,13415_7_79,18296,0.0
2575287,phiK130810.fa,16288_4_9,18351,0.0
2575290,phiK130810.fa,11893_1_78,18442,0.0
2575295,phiK130810.fa,6512_6_6,18502,0.0
2575299,phiK130810.fa,21127_2_76,18359,0.0
2575304,phiK130810.fa,17870_7_105,18501,0.0
2575306,phiK130810.fa,17870_7_94,18501,0.0
2575310,phiK130810.fa,16288_3_18,18351,0.0
2575313,phiK130810.fa,9789_2_36,18359,0.0
2575316,phiK130810.fa,10208_2_28,18495,0.0
2575320,phiK130810.fa,17059_8_9,18264,0.0
2575325,phiK130810.fa,15995_2_78,17746,0.0
2575329,phiK130810.fa,14913_5_86,17736,0.0
2575335,phiK130810.fa,14566_4_19,17736,0.0
2575343,phiK130810.fa,18456_1_126,17729,0.0
2575348,phiK130810.fa,14913_7_8,18058,0.0
2575355,phiK130810.fa,22695_3_218,18357,0.0
2575358,phiK130810.fa,17175_8_66,17731,0.0
2575367,phiK130810.fa,15841_4_13,17736,0.0
2575371,phiK130810.fa,22841_1_122,17738,0.0
2575376,phiK130810.fa,22841_3_21,17738,0.0
2575381,phiK130810.fa,14913_4_72,17802,0.0
2575385,phiK130810.fa,22841_2_47,17738,0.0
2575390,phiK130810.fa,22984_8_30,17736,0.0
2575393,phiK130810.fa,22709_8_323,17738,0.0
2575403,phiK130810.fa,21946_6_25,17738,0.0
2575414,phiK130810.fa,21903_8_211,17738,0.0
2575424,phiK130810.fa,21903_8_107,17738,0.0
2575429,phiK130810.fa,11860_5_18,17738,0.0
2575434,phiK130810.fa,22841_4_66,17738,0.0
2575439,phiK130810.fa,22841_4_17,17738,0.0
2575444,phiK130810.fa,22841_3_181,17738,0.0
2575453,phiK130810.fa,22841_3_102,17738,0.0
2575464,phiK130810.fa,22841_2_179,17738,0.0
2575468,phiK130810.fa,21946_6_82,17738,0.0
2575473,phiK130810.fa,21946_6_76,17738,0.0
2575478,phiK130810.fa,21903_8_103,17738,0.0
2575484,phiK130810.fa,21903_8_102,17738,0.0
2575490,phiK130810.fa,22841_1_135,17738,0.0
2575501,phiK130810.fa,22841_2_106,17738,0.0
2575509,phiK130810.fa,21903_8_236,17595,0.0
2575541,phiK130810.fa,15531_6_29,17736,0.0
2575551,phiK130810.fa,12291_6_88,17733,0.0
2575571,phiK130810.fa,22841_2_62,17748,0.0
2575577,phiK130810.fa,11860_6_58,17736,0.0
2575581,phiK130810.fa,9953_7_77,17736,0.0
2575586,phiK130810.fa,9953_7_41,17736,0.0
2575590,phiK130810.fa,6593_2_18,17736,0.0
2575595,phiK130810.fa,11861_5_89,17736,0.0
2575600,phiK130810.fa,11861_1_13,17736,0.0
2575605,phiK130810.fa,11860_8_96,17736,0.0
2575610,phiK130810.fa,11860_8_82,17736,0.0
2575614,phiK130810.fa,11860_8_61,17736,0.0
2575619,phiK130810.fa,11860_5_33,17736,0.0
2575624,phiK130810.fa,11860_4_5,17736,0.0
2575629,phiK130810.fa,21127_1_38,17736,0.0
2575633,phiK130810.fa,11893_1_11,17736,0.0
2575637,phiK130810.fa,11860_6_56,17736,0.0
2575642,phiK130810.fa,10050_2_34,17736,0.0
2575646,phiK130810.fa,10050_2_13,17736,0.0
2575651,phiK130810.fa,6593_2_4,17736,0.0
2575655,phiK130810.fa,21053_8_162,17586,0.0
2575660,phiK130810.fa,11657_4_23,17367,0.0
2575665,phiK130810.fa,21127_2_11,17679,0.0
2575672,phiK130810.fa,16288_4_2,17711,0.0
2575674,phiK130810.fa,14555_3_22,17660,0.0
2575685,phiK130810.fa,21127_2_166,17725,0.0
2575696,phiK130810.fa,14723_2_42,17364,0.0
2575707,phiK130810.fa,15277_1_14,17401,0.0
2575711,phiK130810.fa,7622_3_68,17360,0.0
2575771,phiK130810.fa,22984_8_71,16819,0.0
2576203,phiK130810.fa,16399_6_67,16799,0.0
2576208,phiK130810.fa,16399_6_31,16799,0.0
2576213,phiK130810.fa,16399_5_61,16799,0.0
2576218,phiK130810.fa,16399_5_3,16799,0.0
2576222,phiK130810.fa,16399_5_20,16799,0.0
2576227,phiK130810.fa,16399_5_19,16799,0.0
2576305,phiK130810.fa,16288_4_17,16373,0.0
2576410,phiK130810.fa,15378_4_4,16379,0.0
2576649,phiK130810.fa,16288_4_27,16267,0.0
2577536,phiK130810.fa,21127_2_71,15757,0.0
2577573,phiK130810.fa,13353_7_4,15320,0.0
2577579,phiK130810.fa,14555_3_94,14777,0.0
2577585,phiK130810.fa,14412_1_5,14777,0.0
2577589,phiK130810.fa,13415_5_59,14777,0.0
2577705,phiK130810.fa,6823_1_22,14771,0.0
2577713,phiK130810.fa,6730_5_21,14771,0.0
2577723,phiK130810.fa,14555_3_43,14867,0.0
2577727,phiK130810.fa,17138_3_2,15087,0.0
2577740,phiK130810.fa,6736_4_20,14670,0.0
2577743,phiK130810.fa,6710_7_23,14670,0.0
2577748,phiK130810.fa,13470_1_57,15089,0.0
2577756,phiK130810.fa,18456_1_128,14669,0.0
2577770,phiK130810.fa,7054_4_20,14670,0.0
2577779,phiK130810.fa,7004_8_85,14670,0.0
2577782,phiK130810.fa,6983_7_53,14670,0.0
2577785,phiK130810.fa,6983_5_6,14670,0.0
2577788,phiK130810.fa,6938_5_23,14670,0.0
2577791,phiK130810.fa,6925_8_5,14670,0.0
2577796,phiK130810.fa,6823_6_11,14670,0.0
2577799,phiK130810.fa,6775_1_11,14670,0.0
2577803,phiK130810.fa,6755_2_7,14670,0.0
2577805,phiK130810.fa,6753_4_9,14670,0.0
2577808,phiK130810.fa,6731_4_12,14670,0.0
2577812,phiK130810.fa,6731_3_18,14670,0.0
2577818,phiK130810.fa,6680_7_5,14670,0.0
2577822,phiK130810.fa,6680_6_14,14670,0.0
2577825,phiK130810.fa,6664_1_9,14670,0.0
2577828,phiK130810.fa,6630_3_20,14670,0.0
2577831,phiK130810.fa,6983_8_75,14670,0.0
2577834,phiK130810.fa,6983_5_10,14670,0.0
2577837,phiK130810.fa,6925_6_19,14670,0.0
2577840,phiK130810.fa,6899_7_2,14670,0.0
2577843,phiK130810.fa,6823_6_15,14670,0.0
2577846,phiK130810.fa,6736_5_3,14670,0.0
2577850,phiK130810.fa,6731_4_6,14670,0.0
2578129,phiK130810.fa,14412_1_60,13001,0.0
2578797,phiK130810.fa,7001_1_22,12397,0.0
2578811,phiK130810.fa,22841_4_14,12360,0.0
2578816,phiK130810.fa,22841_1_3,12360,0.0
2578836,phiK130810.fa,22667_7_131,12360,0.0
2578865,phiK130810.fa,17794_8_92,11972,0.0
2578871,phiK130810.fa,17794_8_82,11972,0.0
2579127,phiK130810.fa,6983_2_13,11797,0.0
2579136,phiK130810.fa,6925_6_8,11797,0.0
2579167,phiK130810.fa,6925_8_24,11797,0.0
2579177,phiK130810.fa,6871_2_4,11797,0.0
2579187,phiK130810.fa,15995_1_106,11796,0.0
2579255,phiK130810.fa,6807_1_18,11762,0.0
2579262,phiK130810.fa,6805_6_16,11762,0.0
2579270,phiK130810.fa,6805_4_18,11762,0.0
2579277,phiK130810.fa,6755_3_14,11762,0.0
2579289,phiK130810.fa,6680_5_4,11762,0.0
2579301,phiK130810.fa,6983_5_20,11762,0.0
2579309,phiK130810.fa,6807_1_2,11759,0.0
2579317,phiK130810.fa,6805_7_5,11759,0.0
2579325,phiK130810.fa,6730_5_23,11762,0.0
2579333,phiK130810.fa,6714_8_19,11759,0.0
2579341,phiK130810.fa,6680_5_2,11762,0.0
2579349,phiK130810.fa,6649_8_23,11762,0.0
2579357,phiK130810.fa,6593_4_20,11762,0.0
2579412,phiK130810.fa,12837_5_68,11790,0.0
2579447,phiK130810.fa,17059_8_47,11779,0.0
2579450,phiK130810.fa,17059_8_39,11785,0.0
2579453,phiK130810.fa,12162_1_53,11779,0.0
2579651,phiK130810.fa,22841_1_161,11542,0.0
2579657,phiK130810.fa,11826_1_26,11542,0.0
2579663,phiK130810.fa,19084_8_154,11542,0.0
2579669,phiK130810.fa,15608_2_82,11542,0.0
2579675,phiK130810.fa,13414_4_18,11542,0.0
2579681,phiK130810.fa,11861_3_75,11542,0.0
2579687,phiK130810.fa,11826_1_30,11542,0.0
2579693,phiK130810.fa,11822_1_76,11542,0.0
2579699,phiK130810.fa,11822_1_69,11542,0.0
2579705,phiK130810.fa,11822_1_32,11542,0.0
2579711,phiK130810.fa,15682_2_61,11542,0.0
2579717,phiK130810.fa,15608_3_27,11542,0.0
2579719,phiK130810.fa,14673_2_6,11542,0.0
2579725,phiK130810.fa,14673_1_16,11542,0.0
2579731,phiK130810.fa,11860_6_21,11542,0.0
2579737,phiK130810.fa,11826_1_50,11542,0.0
2579743,phiK130810.fa,6999_1_13,11542,0.0
2579749,phiK130810.fa,11822_1_11,11542,0.0
2579755,phiK130810.fa,14673_1_31,11542,0.0
2579761,phiK130810.fa,12291_5_39,11542,0.0
2579767,phiK130810.fa,11826_1_57,11542,0.0
2579773,phiK130810.fa,11826_1_37,11542,0.0
2579779,phiK130810.fa,14673_2_28,11542,0.0
2579785,phiK130810.fa,14673_1_17,11542,0.0
2579791,phiK130810.fa,11822_1_47,11542,0.0
2579797,phiK130810.fa,11657_2_2,11542,0.0
2579803,phiK130810.fa,11511_7_36,11542,0.0
2579809,phiK130810.fa,11511_7_16,11542,0.0
2579834,phiK130810.fa,22841_3_88,11542,0.0
2579840,phiK130810.fa,22841_2_21,11542,0.0
2579846,phiK130810.fa,22667_7_154,11542,0.0
2579852,phiK130810.fa,21053_8_151,11195,0.0
2579857,phiK130810.fa,15608_2_46,11542,0.0
2579869,phiK130810.fa,11657_2_52,11542,0.0
2579876,phiK130810.fa,11657_2_56,11554,0.0
2579933,phiK130810.fa,6999_3_11,11542,0.0
2590611,phiK130810.fa,22841_3_85,8790,0.0
2599197,phiK130810.fa,14936_4_65,7658,0.0
2604516,phiK130810.fa,13710_1_34,6402,0.0
2633181,phiK130810.fa,11822_1_86,2032,0.0
2689664,phiMM1_1998.fa,14566_4_12,26241,0.0
2689667,phiMM1_1998.fa,10050_2_35,26068,0.0
2689675,phiMM1_1998.fa,14936_4_35,25767,0.0
2689677,phiMM1_1998.fa,17175_8_78,26243,0.0
2689683,phiMM1_1998.fa,14520_7_86,25841,0.0
2689689,phiMM1_1998.fa,22709_8_291,25834,0.0
2689696,phiMM1_1998.fa,21946_6_315,25834,0.0
2689703,phiMM1_1998.fa,14412_3_64,25830,0.0
2689709,phiMM1_1998.fa,12837_5_56,25368,0.0
2689712,phiMM1_1998.fa,13415_6_29,25362,0.0
2689715,phiMM1_1998.fa,12837_4_81,25362,0.0
2689718,phiMM1_1998.fa,17175_4_53,25830,0.0
2689729,phiMM1_1998.fa,17175_6_87,25854,0.0
2689739,phiMM1_1998.fa,19084_7_27,25833,0.0
2689745,phiMM1_1998.fa,22984_8_10,26088,0.0
2689751,phiMM1_1998.fa,22695_3_292,26088,0.0
2689757,phiMM1_1998.fa,15873_2_29,26012,0.0
2689760,phiMM1_1998.fa,6472_8_17,25260,0.0
2689762,phiMM1_1998.fa,12837_3_13,25770,0.0
2689773,phiMM1_1998.fa,6736_7_5,26128,0.0
2689781,phiMM1_1998.fa,6755_6_10,26128,0.0
2689788,phiMM1_1998.fa,14520_7_38,25844,0.0
2689798,phiMM1_1998.fa,14410_4_78,25841,0.0
2689800,phiMM1_1998.fa,21946_6_300,25750,0.0
2689806,phiMM1_1998.fa,22984_8_21,25750,0.0
2689811,phiMM1_1998.fa,22695_3_47,25750,0.0
2689817,phiMM1_1998.fa,22709_8_354,25750,0.0
2689824,phiMM1_1998.fa,22695_3_313,25750,0.0
2689831,phiMM1_1998.fa,11860_8_42,25759,0.0
2689837,phiMM1_1998.fa,15682_2_26,25745,0.0
2689839,phiMM1_1998.fa,11860_6_16,25873,0.0
2689845,phiMM1_1998.fa,22027_1_84,25802,0.0
2689851,phiMM1_1998.fa,18090_1_90,25833,0.0
2689863,phiMM1_1998.fa,22695_3_29,25865,0.0
2689869,phiMM1_1998.fa,6470_6_7,25775,0.0
2689876,phiMM1_1998.fa,21946_6_162,25865,0.0
2689882,phiMM1_1998.fa,21903_8_209,25865,0.0
2689894,phiMM1_1998.fa,23495_7_24,25874,0.0
2689900,phiMM1_1998.fa,22709_8_343,25874,0.0
2689906,phiMM1_1998.fa,22695_3_102,25874,0.0
2689912,phiMM1_1998.fa,11860_5_44,25874,0.0
2689918,phiMM1_1998.fa,22709_8_335,25874,0.0
2689924,phiMM1_1998.fa,22695_3_239,25874,0.0
2689930,phiMM1_1998.fa,22695_3_137,25874,0.0
2689936,phiMM1_1998.fa,21946_6_339,25874,0.0
2689942,phiMM1_1998.fa,10208_2_78,25874,0.0
2689948,phiMM1_1998.fa,23495_7_71,25874,0.0
2689960,phiMM1_1998.fa,22709_8_318,25865,0.0
2689966,phiMM1_1998.fa,21946_6_340,25865,0.0
2689972,phiMM1_1998.fa,22841_3_33,25838,0.0
2689973,phiMM1_1998.fa,21903_8_322,25874,0.0
2689980,phiMM1_1998.fa,17175_7_44,25854,0.0
2689986,phiMM1_1998.fa,15841_5_95,26139,0.0
2689991,phiMM1_1998.fa,14566_6_7,25941,0.0
2690004,phiMM1_1998.fa,6823_2_3,25791,0.0
2690012,phiMM1_1998.fa,6805_5_9,25791,0.0
2690020,phiMM1_1998.fa,6805_5_19,25791,0.0
2690028,phiMM1_1998.fa,6730_7_15,25791,0.0
2690036,phiMM1_1998.fa,6710_7_24,25791,0.0
2690043,phiMM1_1998.fa,6630_1_24,25791,0.0
2690050,phiMM1_1998.fa,21946_6_177,25835,0.0
2690056,phiMM1_1998.fa,21053_8_138,25836,0.0
2690062,phiMM1_1998.fa,15873_1_28,25856,0.0
2690073,phiMM1_1998.fa,22984_8_85,25734,0.0
2690080,phiMM1_1998.fa,15608_3_78,25847,0.0
2690086,phiMM1_1998.fa,15873_1_47,25837,0.0
2690092,phiMM1_1998.fa,13414_3_90,25775,0.0
2690105,phiMM1_1998.fa,22695_3_53,25757,0.0
2690109,phiMM1_1998.fa,11860_5_38,25757,0.0
2690113,phiMM1_1998.fa,15841_1_56,25754,0.0
2690120,phiMM1_1998.fa,13414_3_64,25676,0.0
2690123,phiMM1_1998.fa,13414_3_84,25644,0.0
2690128,phiMM1_1998.fa,21946_6_21,24963,0.0
2690134,phiMM1_1998.fa,15608_3_90,25123,0.0
2690138,phiMM1_1998.fa,15682_1_92,25361,0.0
2690143,phiMM1_1998.fa,11861_4_61,25227,0.0
2690149,phiMM1_1998.fa,14520_7_91,24849,0.0
2690152,phiMM1_1998.fa,14566_6_49,25004,0.0
2690161,phiMM1_1998.fa,15874_1_61,24153,0.0
2690168,phiMM1_1998.fa,15841_4_65,24717,0.0
2690173,phiMM1_1998.fa,11860_4_53,25013,0.0
2690181,phiMM1_1998.fa,14520_7_24,24689,0.0
2690187,phiMM1_1998.fa,11657_4_83,25300,0.0
2690194,phiMM1_1998.fa,14673_4_16,25102,0.0
2690196,phiMM1_1998.fa,11893_1_86,24355,0.0
2690197,phiMM1_1998.fa,6631_5_18,24825,0.0
2690198,phiMM1_1998.fa,6730_6_9,24821,0.0
2690199,phiMM1_1998.fa,21127_2_64,25021,0.0
2690204,phiMM1_1998.fa,14913_3_10,24719,0.0
2690210,phiMM1_1998.fa,14410_7_16,24281,0.0
2690215,phiMM1_1998.fa,14913_2_28,24843,0.0
2690222,phiMM1_1998.fa,22027_1_104,24348,0.0
2690228,phiMM1_1998.fa,15608_5_87,24650,0.0
2690234,phiMM1_1998.fa,6731_5_13,24543,0.0
2690235,phiMM1_1998.fa,22984_8_84,24208,0.0
2690242,phiMM1_1998.fa,6631_7_20,24454,0.0
2690243,phiMM1_1998.fa,6731_3_16,24419,0.0
2690244,phiMM1_1998.fa,13415_7_82,24379,0.0
2690254,phiMM1_1998.fa,16288_7_69,24220,0.0
2690256,phiMM1_1998.fa,15682_1_45,24189,0.0
2690262,phiMM1_1998.fa,15608_3_79,24124,0.0
2690268,phiMM1_1998.fa,15608_4_5,24158,0.0
2690270,phiMM1_1998.fa,17138_4_47,24043,0.0
2690275,phiMM1_1998.fa,6486_5_22,24008,0.0
2690324,phiMM1_1998.fa,13154_2_90,22965,0.0
2690470,phiMM1_1998.fa,13091_6_34,20544,0.0
2690475,phiMM1_1998.fa,13414_1_42,20537,0.0
2690673,phiMM1_1998.fa,11658_1_5,20423,0.0
2690696,phiMM1_1998.fa,19084_7_99,20226,0.0
2691485,phiMM1_1998.fa,17794_7_137,20075,0.0
2691492,phiMM1_1998.fa,16399_7_73,20075,0.0
2691498,phiMM1_1998.fa,15873_5_78,20075,0.0
2691504,phiMM1_1998.fa,15873_4_81,20075,0.0
2691510,phiMM1_1998.fa,14520_5_72,20075,0.0
2691516,phiMM1_1998.fa,14520_5_24,20075,0.0
2691522,phiMM1_1998.fa,14520_4_9,20075,0.0
2691528,phiMM1_1998.fa,14520_4_93,20075,0.0
2691534,phiMM1_1998.fa,14520_4_43,20075,0.0
2691941,phiMM1_1998.fa,6472_8_9,20115,0.0
2692493,phiMM1_1998.fa,16399_7_79,19806,0.0
2692617,phiMM1_1998.fa,11860_8_29,20005,0.0
2693841,phiMM1_1998.fa,16399_6_3,19440,0.0
2693864,phiMM1_1998.fa,15873_5_83,19424,0.0
2693871,phiMM1_1998.fa,15873_4_76,19424,0.0
2693893,phiMM1_1998.fa,16399_5_62,19424,0.0
2693968,phiMM1_1998.fa,6472_7_21,20137,0.0
2693985,phiMM1_1998.fa,17794_8_75,19961,0.0
2694008,phiMM1_1998.fa,11861_3_85,19597,0.0
2694159,phiMM1_1998.fa,13415_7_63,19564,0.0
2694178,phiMM1_1998.fa,12291_6_43,19415,0.0
2695240,phiMM1_1998.fa,15608_5_75,19740,0.0
2695255,phiMM1_1998.fa,6730_8_16,19393,0.0
2696128,phiMM1_1998.fa,15841_3_41,19363,0.0
2696142,phiMM1_1998.fa,13154_4_4,19363,0.0
2696156,phiMM1_1998.fa,17175_6_75,19363,0.0
2696171,phiMM1_1998.fa,15995_1_179,19363,0.0
2696177,phiMM1_1998.fa,15841_4_46,19363,0.0
2696183,phiMM1_1998.fa,15841_3_67,19363,0.0
2697136,phiMM1_1998.fa,17175_4_85,19368,0.0
2706138,phiMM1_1998.fa,18090_2_105,17332,0.0
2706159,phiMM1_1998.fa,18090_2_115,17341,0.0
2706267,phiMM1_1998.fa,22841_3_84,15777,0.0
2706404,phiMM1_1998.fa,17870_8_173,15019,0.0
2706695,phiMM1_1998.fa,13414_2_54,14149,0.0
2706773,phiMM1_1998.fa,15531_6_16,14382,0.0
2706943,phiMM1_1998.fa,13414_3_18,13865,0.0
2707646,phiMM1_1998.fa,17870_7_136,14175,0.0
2707656,phiMM1_1998.fa,17059_6_28,14184,0.0
2707714,phiMM1_1998.fa,15995_2_191,14156,0.0
2707777,phiMM1_1998.fa,6710_6_9,14351,0.0
2707811,phiMM1_1998.fa,17794_8_24,13865,0.0
2707863,phiMM1_1998.fa,17150_4_30,13890,0.0
2707901,phiMM1_1998.fa,17870_7_139,13830,0.0
2708127,phiMM1_1998.fa,12291_6_26,13895,0.0
2708136,phiMM1_1998.fa,15531_7_26,13646,0.0
2708493,phiMM1_1998.fa,16288_4_31,11839,0.0
2708599,phiMM1_1998.fa,16288_4_76,11454,0.0
2708811,phiMM1_1998.fa,16288_4_49,11378,0.0
2708818,phiMM1_1998.fa,16288_4_50,11378,0.0
2709290,phiMM1_1998.fa,24775_1_47,11842,0.0
2709552,phiMM1_1998.fa,17794_8_47,10603,0.0
2709556,phiMM1_1998.fa,12290_2_49,10612,0.0
2709575,phiMM1_1998.fa,6938_3_20,10608,0.0
2709584,phiMM1_1998.fa,6925_5_11,10608,0.0
2709597,phiMM1_1998.fa,6755_4_7,10605,0.0
2709611,phiMM1_1998.fa,6753_1_24,10605,0.0
2709629,phiMM1_1998.fa,6736_6_21,10605,0.0
2709642,phiMM1_1998.fa,6731_2_12,10608,0.0
2709652,phiMM1_1998.fa,6731_1_11,10605,0.0
2709665,phiMM1_1998.fa,6730_4_2,10605,0.0
2709682,phiMM1_1998.fa,6680_5_6,10605,0.0
2709691,phiMM1_1998.fa,6680_5_1,10605,0.0
2709710,phiMM1_1998.fa,6673_8_17,10608,0.0
2709720,phiMM1_1998.fa,6631_7_10,10608,0.0
2709729,phiMM1_1998.fa,6631_3_16,10605,0.0
2709738,phiMM1_1998.fa,6593_5_5,10608,0.0
2709751,phiMM1_1998.fa,6259_5_12,10608,0.0
2709769,phiMM1_1998.fa,19183_3_33,10605,0.0
2709778,phiMM1_1998.fa,15531_6_76,10605,0.0
2709787,phiMM1_1998.fa,15531_5_67,10605,0.0
2709796,phiMM1_1998.fa,14520_4_76,10608,0.0
2709805,phiMM1_1998.fa,6755_5_2,10608,0.0
2709814,phiMM1_1998.fa,15873_4_4,10608,0.0
2709823,phiMM1_1998.fa,15873_2_45,10605,0.0
2709832,phiMM1_1998.fa,15531_7_8,10608,0.0
2709847,phiMM1_1998.fa,16288_4_67,10608,0.0
2713311,phiMM1_1998.fa,13154_3_35,2050,0.0
2715061,phiMM1_1998.fa,13091_6_21,1793,0.0
2725181,phiMM1_1998.fa,13091_6_36,1253,0.0
2731677,phiMM1_1998.fa,11511_7_3,1055,0.0
2758813,phiMM1_2008.fa,21999_8_25,39280,0.0
2758816,phiMM1_2008.fa,19084_8_39,38401,0.0
2758819,phiMM1_2008.fa,19084_8_40,38401,0.0
2758879,phiMM1_2008.fa,15841_1_30,32523,0.0
2758881,phiMM1_2008.fa,12291_6_8,32423,0.0
2758888,phiMM1_2008.fa,14566_5_3,31568,0.0
2758894,phiMM1_2008.fa,21946_6_358,27149,0.0
2758902,phiMM1_2008.fa,21946_6_122,26476,0.0
2758932,phiMM1_2008.fa,22695_3_263,26354,0.0
2758940,phiMM1_2008.fa,22695_3_185,26354,0.0
2758955,phiMM1_2008.fa,21903_8_10,26306,0.0
2758963,phiMM1_2008.fa,20957_7_133,26191,0.0
2758978,phiMM1_2008.fa,17794_7_44,24826,0.0
2758997,phiMM1_2008.fa,9953_7_69,24035,0.0
2759009,phiMM1_2008.fa,9789_2_51,24069,0.0
2759016,phiMM1_2008.fa,18456_1_4,24069,0.0
2759022,phiMM1_2008.fa,9789_2_40,23762,0.0
2759025,phiMM1_2008.fa,9789_2_8,23756,0.0
2759030,phiMM1_2008.fa,14410_8_69,22803,0.0
2759032,phiMM1_2008.fa,17150_4_18,23436,0.0
2759068,phiMM1_2008.fa,14673_4_26,20879,0.0
2759071,phiMM1_2008.fa,14520_4_40,21104,0.0
2759075,phiMM1_2008.fa,16453_2_29,21104,0.0
2759083,phiMM1_2008.fa,16399_7_17,21104,0.0
2759091,phiMM1_2008.fa,14520_4_75,21104,0.0
2759105,phiMM1_2008.fa,13470_1_26,21172,0.0
2759124,phiMM1_2008.fa,21999_8_62,21175,0.0
2759133,phiMM1_2008.fa,19084_8_83,21175,0.0
2759142,phiMM1_2008.fa,16399_7_34,20966,0.0
2759150,phiMM1_2008.fa,16399_5_41,20966,0.0
2759158,phiMM1_2008.fa,14520_5_39,20966,0.0
2759164,phiMM1_2008.fa,15531_4_90,20966,0.0
2759171,phiMM1_2008.fa,18456_1_46,21092,0.0
2759254,phiMM1_2008.fa,17794_7_5,20626,0.0
2759271,phiMM1_2008.fa,15378_4_83,21116,0.0
2759291,phiMM1_2008.fa,17870_8_172,21116,0.0
2759300,phiMM1_2008.fa,14936_5_9,21116,0.0
2759310,phiMM1_2008.fa,14936_5_26,21116,0.0
2759313,phiMM1_2008.fa,14913_2_39,21116,0.0
2759323,phiMM1_2008.fa,12378_2_32,21116,0.0
2759332,phiMM1_2008.fa,13091_6_34,20544,0.0
2759347,phiMM1_2008.fa,13414_1_42,20537,0.0
2759374,phiMM1_2008.fa,17794_7_177,20495,0.0
2759383,phiMM1_2008.fa,16399_6_24,20495,0.0
2759392,phiMM1_2008.fa,6983_4_88,20633,0.0
2759449,phiMM1_2008.fa,17870_7_46,21138,0.0
2759456,phiMM1_2008.fa,14410_6_40,20495,0.0
2759464,phiMM1_2008.fa,14936_5_40,21117,0.0
2759477,phiMM1_2008.fa,12290_2_41,21117,0.0
2759615,phiMM1_2008.fa,6730_7_7,20603,0.0
2759622,phiMM1_2008.fa,16288_5_26,20943,0.0
2759645,phiMM1_2008.fa,17794_8_11,20453,0.0
2759652,phiMM1_2008.fa,17794_7_101,20453,0.0
2759668,phiMM1_2008.fa,6807_3_17,20489,0.0
2759726,phiMM1_2008.fa,14257_1_82,20852,0.0
2759747,phiMM1_2008.fa,18456_1_108,20810,0.0
2759953,phiMM1_2008.fa,11658_1_5,20423,0.0
2759972,phiMM1_2008.fa,19084_7_99,20226,0.0
2760273,phiMM1_2008.fa,19341_2_57,20769,0.0
2760442,phiMM1_2008.fa,12291_1_33,20618,0.0
2760485,phiMM1_2008.fa,17870_7_130,20590,0.0
2760576,phiMM1_2008.fa,15531_4_56,20635,0.0
2760582,phiMM1_2008.fa,14410_4_73,20635,0.0
2760588,phiMM1_2008.fa,6593_4_18,20735,0.0
2760598,phiMM1_2008.fa,17794_7_73,20636,0.0
2760635,phiMM1_2008.fa,19183_3_13,20198,0.0
2760874,phiMM1_2008.fa,6631_7_1,20054,0.0
2760885,phiMM1_2008.fa,6631_6_24,20054,0.0
2760917,phiMM1_2008.fa,6730_3_13,20048,0.0
2760924,phiMM1_2008.fa,6631_3_10,20048,0.0
2760938,phiMM1_2008.fa,17794_7_137,20075,0.0
2760946,phiMM1_2008.fa,16399_7_73,20075,0.0
2760952,phiMM1_2008.fa,15873_5_78,20075,0.0
2760958,phiMM1_2008.fa,15873_4_81,20075,0.0
2760964,phiMM1_2008.fa,14520_5_72,20075,0.0
2760970,phiMM1_2008.fa,14520_5_24,20075,0.0
2760976,phiMM1_2008.fa,14520_4_9,20075,0.0
2760982,phiMM1_2008.fa,14520_4_93,20075,0.0
2760988,phiMM1_2008.fa,14520_4_43,20075,0.0
2761235,phiMM1_2008.fa,12291_6_22,20477,0.0
2761264,phiMM1_2008.fa,6755_2_15,20606,0.0
2761272,phiMM1_2008.fa,6680_8_11,20606,0.0
2761280,phiMM1_2008.fa,6649_8_19,20606,0.0
2761288,phiMM1_2008.fa,6630_4_15,20606,0.0
2761315,phiMM1_2008.fa,6630_1_17,20606,0.0
2761397,phiMM1_2008.fa,6899_6_11,20075,0.0
2761407,phiMM1_2008.fa,6871_1_15,20075,0.0
2761417,phiMM1_2008.fa,6823_5_15,20075,0.0
2761427,phiMM1_2008.fa,6753_2_20,20075,0.0
2761446,phiMM1_2008.fa,16288_4_51,20075,0.0
